0;#;FORM;LEMMA;POS;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;RIGHTLEMMA;AUTO_LEMMA;AUTO_POS;AUTO_GRAM
47133;;и;И;CONJ;CONJ;;;сочинение мне зачли и ещё что-то ,;и;;;;;;И;И;CONJ;CONJ
47134;;ещё;ЕЩЕ;ADV;-;;;мне зачли и ещё что-то , ну;ё;щ;е;;;;Е;ЕЩЕ;ADV;-
47583;;смену;СМЕНА;S;f inan acc sg;;;как бы , хочу смену деятельности , и;у;н;е;м;с;;А;СМЕНА;S;f inan acc sg
47136;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47137;;ну;НУ;PART;PART;;;ещё что-то , ну неважно . ;у;н;;;;;У;НУ;PART;PART
47138;;неважно;НЕВАЖНО;ADV;-;;;что-то , ну неважно .  Вот;о;н;ж;а;в;е;О;НЕВАЖНО;ADV;-
47139;;.;.;PUNCT;SENT;;;, ну неважно .  Вот ,;.;;;;;;.;.;SENT;SENT
47140;;;;;;;;;;;;;;;;;;
47141;;Вот;ВОТ;PART;PART;;;неважно .  Вот , и потом;т;о;В;;;;Т;ВОТ;PART;PART
47142;"<distinct form=""иии"">";;;;;;;;;;;;;;;;;
47143;;,;,;PUNCT;;;;;,;;;;;;,;,;,;
47144;"<distinct form=""потоммм"">";;;;;;;;;;;;;;;;;
47145;;и;И;CONJ;;;; Вот , и потом  я;и;;;;;;И;И;CONJ;
47146;;потом;ПОТОМ;ADVPRO;-;;;Вот , и потом  я второго;м;о;т;о;п;;М;ПОТОМ;ADV;-
47147;</distinct>;;;;;;;;;;;;;;;;;
47584;;деятельности;ДЕЯТЕЛЬНОСТЬ;S;f inan gen sg;;;, хочу смену деятельности , и для;и;т;с;о;н;ь;Ь;ДЕЯТЕЛЬНОСТЬ;S;f inan gen sg
47594;;наукой;НАУКА;S;f inan ins sg;;;позанималась  когнитивной наукой  , потом;й;о;к;у;а;н;А;НАУКА;S;f inan ins sg
47600;;деятельности;ДЕЯТЕЛЬНОСТЬ;S;f inan dat sg;;;потом перешла к деятельности – это не;и;т;с;о;н;ь;Ь;ДЕЯТЕЛЬНОСТЬ;S;f inan gen sg
47604;;смена;СМЕНА;S;f inan nom sg;;;– это не смена деятельности . ;а;н;е;м;с;;А;СМЕНА;S;f inan nom sg
47152;;в;В;PR;PR;;;второго сентября уезжала в Грузию , а;в;;;;;;В;В;PR;PR
47492;;это;ЭТО;PRO;n inan acc sg;;;о , вот это читать не буду;о;т;э;;;;О;ЭТО;S;n inan acc sg
47154;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47155;;а;А;CONJ;CONJ;;;в Грузию , а третьего.. ой ,;а;;;;;;А;А;CONJ;CONJ
47605;;деятельности;ДЕЯТЕЛЬНОСТЬ;S;f inan gen sg;;;это не смена деятельности .  Ну;и;т;с;о;н;ь;Ь;ДЕЯТЕЛЬНОСТЬ;S;f inan gen sg
47157;;ой;ОЙ;INTJ;INTJ;;;, а третьего.. ой , августа ,;й;о;;;;;Й;ОЙ;INTJ;INTJ
47158;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47628;;курс;КУРС;S;m inan nom sg;;;, что второй курс будет очень загруженным;с;р;у;к;;;С;КУРС;S;m inan acc sg
47160;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47645;;курс;КУРС;S;m inan acc sg;;;перешла на второй курс , успешно ,;с;р;у;к;;;С;КУРС;S;m inan acc sg
47162;;а;А;CONJ;CONJ;;;августа , августа.. а третьего августа должны;а;;;;;;А;А;CONJ;CONJ
47650;;стипендию;СТИПЕНДИЯ;S;f inan acc sg;;;успешно , сохранила стипендию .  Пока;ю;и;д;н;е;п;Я;СТИПЕНДИЯ;S;f inan acc sg
47660;;курс;КУРС;S;m inan nom sg;;;, что второй курс будет очень такой;с;р;у;к;;;С;КУРС;S;m inan acc sg
47686;;пар;ПАРА;S;f inan gen pl;;;нет никаких девяти пар в день ,;р;а;п;;;;А;ПАРА;S;f inan gen pl
47688;;день;ДЕНЬ;S;m inan acc sg;;;девяти пар в день , там типа;ь;н;е;д;;;Ь;ДЕНЬ;S;m inan acc sg
47713;;пары;ПАРА;S;f inan gen sg;;;да , четыре пары подряд . ;ы;р;а;п;;;А;ПАРА;S;f inan gen sg
47731;;трагедия;ТРАГЕДИЯ;S;f inan nom sg;;; Не такая трагедия.   :;.;я;и;д;е;г;Я;ТРАГЕДИЯ.;S;f inan nom sg
47169;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47170;;и;И;CONJ;CONJ;;;повесить списки , и я третьего августа;и;;;;;;И;И;CONJ;CONJ
47737;;трагедия;ТРАГЕДИЯ;S;f inan nom sg;;;": 	 Большая трагедия это то ,";я;и;д;е;г;а;Я;ТРАГЕДИЯ;S;f inan nom sg
47743;;корпусе;КОРПУС;S;m inan loc sg;;;, что в корпусе нет столовой ,;е;с;у;п;р;о;С;КОРПУС;S;m inan loc sg
47602;;это;ЭТО;PRO;n - nom sg;;;к деятельности – это не смена деятельности;о;т;э;;;;О;ЭТО;S;n - nom sg
47174;;в;В;PR;PR;;;я третьего августа в Грузии весь день;в;;;;;;В;В;PR;PR
47745;;столовой;СТОЛОВАЯ;S;f inan gen sg;;;в корпусе нет столовой , негде поесть;й;о;в;о;л;о;Я;СТОЛОВАЯ;S;f inan gen sg
47758;;Китай-городе;КИТАЙ-ГОРОД;S;m inan loc sg;;;ты находишься на Китай-городе , за десять;е;д;о;р;о;г;Д;КИТАЙ-ГОРОД;S;m inan loc sg
47762;;минут;МИНУТА;S;f inan acc pl;;;, за десять минут ты объективно не;т;у;н;и;м;;А;МИНУТА;S;f inan gen pl
47178;;вот;ВОТ;PART;PART;;;Грузии весь день вот так вот сидела;т;о;в;;;;Т;ВОТ;PART;PART
47179;;так;ТАК;PART;PART;;;весь день вот так вот сидела обновляла;к;а;т;;;;К;ТАК;ADV;-
47180;;вот;ВОТ;PART;PART;;;день вот так вот сидела обновляла телефон;т;о;в;;;;Т;ВОТ;PART;PART
47769;;здания;ЗДАНИЕ;S;n inan gen sg;;;успеваешь выйти из здания , дойти хоть;я;и;н;а;д;з;Е;ЗДАНИЕ;S;n inan gen sg
47802;;еду;ЕДА;S;f inan acc sg;;;я могла брать еду из общежития потому;у;д;е;;;;А;ЕДА;S;f inan acc sg
47804;;общежития;ОБЩЕЖИТИЕ;S;n inan gen sg;;;брать еду из общежития потому , что;я;и;т;и;ж;е;Е;ОБЩЕЖИТИЕ;S;n inan gen sg
47184;;потому;ПОТОМУ;ADVPRO;-;;;сидела обновляла телефон потому , что ждала;у;м;о;т;о;п;У;ПОТОМУ;ADV;-
47185;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47186;;что;ЧТО;CONJ;CONJ;;;телефон потому , что ждала этих списков;о;т;ч;;;;О;ЧТО;CONJ;CONJ
47672;;это;ЭТО;PRO;n - nom sg;;;самом деле пока это так не выглядит;о;т;э;;;;О;ЭТО;S;n - nom sg
47812;;корпусе;КОРПУС;S;m inan loc sg;;;ээ , в корпусе на Текстильщиках была;е;с;у;п;р;о;С;КОРПУС;S;m inan loc sg
47814;;Текстильщиках;ТЕКСТИЛЬЩИКИ;S;f inan loc sg;;;в корпусе на Текстильщиках была  микроволновая;х;а;к;и;щ;ь;И;ТЕКСТИЛЬЩИКИ;S;f inan acc sg
47190;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47191;;ээ;ЭЭ;NONLEX;NONLEX;;;этих списков , ээ , в итоге;э;э;;;;;Э;ЭЭ;NONLEX;NONLEX
47192;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47193;;в;В;PART;PART;слитно;;, ээ , в итоге списки повесили;в;;;;;;В;В;PR;PR
47194;;итоге;ИТОГ;PART;PART;;;ээ , в итоге списки повесили ,;е;г;о;т;и;;Г;ИТОГ;S;m inan loc sg
47818;;печь;ПЕЧЬ;S;f inan nom sg;;;была  микроволновая печь  , а;ь;ч;е;п;;;Ь;ПЕЧЬ;S;f inan nom sg
47832;;печи;ПЕЧЬ;S;f inan gen sg;;;нет  микроволновой печи  , а;и;ч;е;п;;;Ь;ПЕЧЬ;S;f inan gen sg
47197;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47840;;макароны;МАКАРОНЫ;S;- inan acc pl;;;не люблю холодные макароны , или холодный;ы;н;о;р;а;к;Ы;МАКАРОНЫ;S;- inan acc pl
47738;;это;ЭТО;PRO;n - nom sg;;;"	 Большая трагедия это то , что";о;т;э;;;;О;ЭТО;S;n - nom sg
47200;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47844;;рис;РИС;S;m inan acc sg;;;, или холодный рис , или холодную;с;и;р;;;;С;РИС;S;m inan nom sg
47202;;очень;ОЧЕНЬ;ADV;-;;;прошла , я очень сильно переживала ,;ь;н;е;ч;о;;Ь;ОЧЕНЬ;ADV;-
47203;;сильно;СИЛЬНО;ADV;-;;;, я очень сильно переживала , но;о;н;ь;л;и;с;О;СИЛЬНО;ADV;-
47848;;курицу;КУРИЦА;S;f anim acc sg;;;, или холодную курицу , это еще;у;ц;и;р;у;к;А;КУРИЦА;S;f anim acc sg
47205;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47206;;но;НО;CONJ;CONJ;;;сильно переживала , но я прошла .;о;н;;;;;О;НО;CONJ;CONJ
47850;;это;ЭТО;S;n - nom sg;;;холодную курицу , это еще хуже .;о;т;э;;;;О;ЭТО;S;n - nom sg
47895;;столовую;СТОЛОВАЯ;S;f inan acc sg;;;жить , хочу столовую.   :;.;ю;у;в;о;л;Я;СТОЛОВАЯ.;S;f inan acc sg
47209;;.;.;PUNCT;;;;"но я прошла . : 	 А";.;;;;;;.;.;SENT;
47210;;;;;;;;;;;;;;;;;;
47211;"<speech role=""Мася@"" />";;;;;;;;;;;;;;;;;
47212;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
47213;;"	";"	";PUNCT;;;;;"	";;;;;;"	";_;_;0
47214;;А;А;CONJ;CONJ;;;". : 	 А потом в конце";А;;;;;;А;А;CONJ;CONJ
47215;;потом;ПОТОМ;ADVPRO;-;;;": 	 А потом в конце августа";м;о;т;о;п;;М;ПОТОМ;ADV;-
47216;;в;В;PR;PR;;;"	 А потом в конце августа я";в;;;;;;В;В;PR;PR
47923;;мероприятия;МЕРОПРИЯТИЕ;S;n inan acc sg;;; клевые  мероприятия , типа той;я;и;т;я;и;р;Е;МЕРОПРИЯТИЕ;S;n inan gen sg
47789;;это;ЭТО;PRO;n - nom sg;;;поесть , и это просто нереально и;о;т;э;;;;О;ЭТО;S;n - nom sg
47793;;это;ЭТО;PRO;n - nom sg;;;просто нереально и это очень сложно .;о;т;э;;;;О;ЭТО;S;n - nom sg
47929;;ВПШ;ВПШ;S;gen sg f;;;типа той же ВПШ  , не;Ш;П;В;;;;Ш;ВПШ;NONLEX;NONLEX
47221;;чтобы;ЧТОБЫ;CONJ;CONJ;;;августа я приехала чтобы заселиться в общежитие;ы;б;о;т;ч;;Ы;ЧТОБЫ;CONJ;CONJ
47938;;штучек;ШТУЧКА;S;f inan gen pl;;;еще всяких крутых штучек , и я;к;е;ч;у;т;ш;А;ШТУЧКА;S;f inan gen pl
47223;;в;В;PR;PR;;;приехала чтобы заселиться в общежитие потому ,;в;;;;;;В;В;PR;PR
47947;;часть;ЧАСТЬ;S;f inan nom sg;;;что это неотъемлемая часть студенческой жизни потому;ь;т;с;а;ч;;Ь;ЧАСТЬ;S;f inan nom sg
47225;;потому;ПОТОМУ;ADVPRO;-;;;заселиться в общежитие потому , что с;у;м;о;т;о;п;У;ПОТОМУ;ADV;-
47226;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47227;;что;ЧТО;CONJ;CONJ;;;общежитие потому , что с этого момента;о;т;ч;;;;О;ЧТО;CONJ;CONJ
47228;;с;С;PR;PR;;;потому , что с этого момента якобы;с;;;;;;С;С;PR;PR
47949;;жизни;ЖИЗНЬ;S;f inan gen sg;;;неотъемлемая часть студенческой жизни потому , что;и;н;з;и;ж;;Ь;ЖИЗНЬ;S;f inan gen sg
47960;;задрот;ЗАДРОТ;S;m anim nom sg;NEW;;учишься – ты задрот .  И;т;о;р;д;а;з;Т;ЗАДРОТ;S;m inan acc sg
47231;;якобы;ЯКОБЫ;PART;PART;;;с этого момента якобы начиналась моя самостоятельная;ы;б;о;к;я;;Ы;ЯКОБЫ;PART;PART
47975;;универа;УНИВЕР;S;m inan gen sg;;;, выпускаешься из универа , у тебя;а;р;е;в;и;н;Р;УНИВЕР;S;m inan gen sg
47233;;моя;МОЙ;APRO;- nom sg plen f -;;;момента якобы начиналась моя самостоятельная жизнь ,;я;о;м;;;;Й;МОЙ;A;- nom sg plen f -
47981;;воспоминаний;ВОСПОМИНАНИЕ;S;n inan gen pl;;;тебя нет никаких воспоминаний , вот каких-то;й;и;н;а;н;и;Е;ВОСПОМИНАНИЕ;S;n inan gen pl
47997;;жизнь;ЖИЗНЬ;S;f inan acc sg;;;вот эту учебную жизнь какими-то активностями ,;ь;н;з;и;ж;;Ь;ЖИЗНЬ;S;f inan acc sg
47236;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47237;;там;ТАМ;PART;PART;;;самостоятельная жизнь , там типа ура ,;м;а;т;;;;М;ТАМ;PART;PART
47238;;типа;ТИП;PART;PART;;;жизнь , там типа ура , общежитие;а;п;и;т;;;П;ТИП;S;m inan gen sg
47239;;ура;УРА;INTJ;INTJ;;;, там типа ура , общежитие ,;а;р;у;;;;А;УРА;INTJ;INTJ
47240;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47999;;активностями;АКТИВНОСТЬ;S;f inan ins pl;;;учебную жизнь какими-то активностями , какими-то мероприятиями;и;м;я;т;с;о;Ь;АКТИВНОСТЬ;S;f inan ins pl
47242;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
48002;;мероприятиями;МЕРОПРИЯТИЕ;S;n inan ins pl;;;активностями , какими-то мероприятиями , волонтерством ;и;м;я;и;т;я;Е;МЕРОПРИЯТИЕ;S;n inan ins pl
47244;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47245;;и;И;CONJ;CONJ;;;, независимость , и так далее ,;и;;;;;;И;И;CONJ;CONJ
47246;;так;ТАК;ADV;-;;;независимость , и так далее , и;к;а;т;;;;К;ТАК;ADV;-
47247;;далее;ДАЛЕЕ;ADV;-;;;, и так далее , и так;е;е;л;а;д;;Е;ДАЛЕЕ;ADV;-
47248;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47249;;и;И;CONJ;CONJ;;;так далее , и так далее ,;и;;;;;;И;И;CONJ;CONJ
47250;;так;ТАК;ADV;-;;;далее , и так далее , и;к;а;т;;;;К;ТАК;ADV;-
47251;;далее;ДАЛЕЕ;ADV;-;;;, и так далее , и так;е;е;л;а;д;;Е;ДАЛЕЕ;ADV;-
47252;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47253;;и;И;CONJ;CONJ;;;так далее , и так далее .;и;;;;;;И;И;CONJ;CONJ
47254;;так;ТАК;ADV;-;;;далее , и так далее . ;к;а;т;;;;К;ТАК;ADV;-
47255;;далее;ДАЛЕЕ;ADV;-;;;, и так далее .  Но;е;е;л;а;д;;Е;ДАЛЕЕ;ADV;-
47256;;.;.;PUNCT;SENT;;;и так далее .  Но на;.;;;;;;.;.;SENT;SENT
47257;;;;;;;;;;;;;;;;;;
47258;;Но;НО;CONJ;CONJ;;;далее .  Но на деле все;о;Н;;;;;О;НО;CONJ;CONJ
47259;;на;НА;PARENTH;PARENTH;слитно;;.  Но на деле все куда;а;н;;;;;А;НА;PR;PR
47260;;деле;ДЕЛО;PARENTH;PARENTH;;; Но на деле все куда прозаичнее;е;л;е;д;;;О;ДЕЛО;S;n inan loc sg
47863;;перебежками;ПЕРЕБЕЖКА;PRO;f inan ins pl;;;приходится какими-то мелкими перебежками бегать то до;и;м;а;к;ж;е;А;ПЕРЕБЕЖКА;S;f inan ins pl
47262;;куда;КУДА;ADVPRO;-;;;на деле все куда прозаичнее потому ,;а;д;у;к;;;А;КУДА;ADV;-
48005;;волонтерством;ВОЛОНТЕРСТВО;S;n inan ins sg;NEW;;какими-то мероприятиями , волонтерством  , организацией;м;о;в;т;с;р;О;ВОЛОНТЕРСТВО;S;f inan nom sg
47264;;потому;ПОТОМУ;ADVPRO;-;;;все куда прозаичнее потому , что родители;у;м;о;т;о;п;У;ПОТОМУ;ADV;-
47265;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47266;;что;ЧТО;CONJ;CONJ;;;прозаичнее потому , что родители все равно отправляют;о;т;ч;;;;О;ЧТО;CONJ;CONJ
47900;;Эмм;ЭММА;NONLEX;NONLEX;;;" : 	 Эмм , что еще";м;м;Э;;;;А;ЭММА;S;f anim acc pl
47268;;все равно;все равно;ADV;-;;;, что родители все равно отправляют тебе деньги;о;н;в;а;р; ;о;все равно;ADV;-
47912;;этом;ЭТО;PRO;n - loc sg;;;..  При этом , я успеваю;м;о;т;э;;;О;ЭТО;S;n - loc sg
48009;;организацией;ОРГАНИЗАЦИЯ;S;f inan ins sg;NEW;;волонтерством  , организацией  и так;й;е;и;ц;а;з;Я;ОРГАНИЗАЦИЯ;S;f inan ins sg
48029;;жизнь;ЖИЗНЬ;S;f inan nom sg;;;и есть твоя жизнь , и потом;ь;н;з;и;ж;;Ь;ЖИЗНЬ;S;f inan nom sg
47272;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
48042;;теплотой;ТЕПЛОТА;S;f inan ins sg;;;так это с теплотой : « ой;й;о;т;о;л;п;А;ТЕПЛОТА;S;f inan ins sg
47945;;это;ЭТО;PRO;n - nom sg;;;считаю , что это неотъемлемая часть студенческой;о;т;э;;;;О;ЭТО;S;n - nom sg
48054;;посвящение;ПОСВЯЩЕНИЕ;S;n inan acc sg;;;там свой  посвящение  » ,;е;и;н;е;щ;я;Е;ПОСВЯЩЕНИЕ;S;n inan nom sg
47276;;от;ОТ;PR;PR;;;ты всё равно от них зависишь ,;т;о;;;;;Т;ОТ;PR;PR
48127;;материал;МАТЕРИАЛ;S;m inan nom sg;;;то , что материал реально интересный ,;л;а;и;р;е;т;Л;МАТЕРИАЛ;S;m inan nom sg
48147;;практике;ПРАКТИКА;S;f inan loc sg;;;можно применять на практике и так далее;е;к;и;т;к;а;А;ПРАКТИКА;S;f inan loc sg
47279;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47280;;и;И;CONJ;CONJ;;;них зависишь , и такой : «;и;;;;;;И;И;CONJ;CONJ
46974;;все;ВЕСЬ;SPRO;nom SG plen  -;;; В итоге все было нормально ,;е;с;в;;;;Ь;ВЕСЬ;A;- acc pl plen - inan
47282;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
47283;"<distinct form=""меее"">";;;;;;;;;;;;;;;;;
47284;;«;«;PUNCT;;;;;«;;;;;;«;«;_;
47285;;meeh;MEEH;NONLEX;NONLEX;;;такой : « meeh ( эх );h;e;e;m;;;H;MEEH;NONLEX;NONLEX
47286;;(;(;PUNCT;;;;;(;;;;;;(;(;_;_
47287;;эх;ЭХ;INTJ;INTJ;;;« meeh ( эх )  ,;х;э;;;;;Х;ЭХ;INTJ;INTJ
47288;;););PUNCT;;;;;);;;;;;););_;_
47289;</distinct>;;;;;;;;;;;;;;;;;
47290;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
